Geneid	WT_C_1	WT_C_2	WT_C_3	WT_E_1	WT_E_2	WT_E_3
YBR121C	7745	6834	8525	4382	2634	3481
YBR121C-A	0	0	0	0	0	0
YBR122C	1919	2234	1977	4701	4225	3309
YBR123C	465	493	527	662	814	859
YBR124W	0	2	1	1	2	0
YBR125C	765	771	918	1698	1701	1229
YBR126C	4179	3706	8224	14558	28750	33957
YBR126W-A	388	394	370	471	550	489
YBR126W-B	77	110	90	120	149	131
YBR127C	5203	3534	4765	5492	4954	6500
YBR128C	196	162	272	395	705	833
YBR129C	981	1017	1476	1126	1471	1596
YBR130C	915	625	1119	555	706	938
YBR131W	201	157	196	312	303	313
YBR131C-A	0	0	0	0	0	0
YBR132C	99	85	199	141	396	296
YBR133C	806	645	781	497	656	619
YBR134W	11	6	6	4	3	2
YBR135W	843	732	810	598	595	684
YBR136W	233	255	289	616	608	551
YBR137W	1614	2023	1577	3637	3843	3399
YBR138C	508	426	327	389	874	724
YBR139W	1982	1527	1668	1877	4362	4126
YBR140C	807	923	1007	1706	1910	1372
YBR141C	278	214	288	231	171	200
YBR141W-A	0	0	0	0	0	0
YBR142W	1450	1169	1005	764	220	285
YBR143C	10465	10165	10492	5047	2764	4506
YBR144C	11	10	22	6	6	2
YBR145W	6565	7076	6954	994	996	1637
YBR146W	1761	1515	1854	5024	4118	2692
YBR147W	890	1056	1187	306	984	1505
YBR148W	46	95	148	75	178	242
YBR149W	3669	3221	4744	15477	16304	14928
YBR150C	229	284	439	737	760	706
YBR151W	3414	3617	4071	9335	10905	10144
YBR152W	132	119	178	204	123	223
YBR153W	881	890	813	1061	928	699
YBR154C	5306	6008	4329	2866	1523	2060
YBR155W	624	555	536	672	433	417
YBR156C	268	161	210	194	236	123
YBR157C	844	895	574	337	604	860
YBR158W	3859	3293	3958	1173	1342	2734
YBR159W	4390	4540	4559	5654	3776	5112
YBR160W	1649	1513	1489	2147	2189	1554
YBR161W	724	697	930	758	1534	1269
YBR162C	5144	4125	4873	2354	2009	2160
YBR162W-A	2443	2926	2179	1872	2068	1535
YBR163W	560	449	733	653	654	760
YBR164C	2250	2543	2627	2275	2099	2363
YBR165W	706	673	930	555	818	801
YBR166C	2168	2096	2023	1735	1520	1445
YBR167C	590	621	535	546	548	475
YBR168W	378	410	632	491	610	860
YBR169C	1182	1362	2527	10453	13570	14603
YBR170C	696	591	831	1869	2339	2017
YBR171W	2057	2202	1987	1688	1548	1484
YBR172C	1753	1607	1420	1855	987	1124
YBR173C	2618	2510	2561	5397	4763	4279
YBR174C	3	4	1	2	0	1
YBR175W	566	763	778	554	629	668
YBR176W	568	544	624	854	942	888
YBR177C	3757	3491	3158	1820	1490	1735
YBR178W	4	0	5	3	6	11
YBR179C	790	766	793	1589	1415	1196
YBR180W	63	32	44	32	36	34
YBR181C	12342	13979	12724	4765	2275	3631
YBR182C	285	249	279	3260	713	361
YBR182C-A	15	15	16	37	17	22
YBR183W	1798	2653	2035	4927	3700	3470
YBR184W	149	194	116	242	279	117
YBR185C	815	853	915	2794	2300	1777
YBR186W	130	110	173	139	114	170
YBR187W	2376	2558	2723	967	826	1055
YBR188C	553	557	577	806	846	880
YBR189W	27308	27077	27150	9386	5248	9595
YBR190W	6	6	11	0	2	3
YBR191W	14883	14610	15400	5077	2257	4003
YBR191W-A	205	251	287	52	34	29
YBR192W	1049	1122	1033	1566	1443	1167
YBR193C	411	304	362	606	856	732
YBR194W	383	357	332	545	692	637
YBR195C	555	478	591	678	648	730
YBR196C	19747	17594	23246	23829	13431	17998
YBR196C-A	19	12	21	7	2	5
YBR196C-B	45	41	38	9	12	14
YBR197C	330	251	278	387	442	478
YBR198C	826	663	861	921	956	1264
YBR199W	3690	3869	5148	5203	6550	7992
YBR200W	654	545	737	942	983	1067
YBR200W-A	4	10	9	74	136	14
YBR201W	771	944	822	1387	1559	1180
YBR201C-A	167	222	151	399	430	305
YBR202W	858	676	927	553	437	796
YBR203W	273	325	360	829	1163	843
YBR204C	612	550	886	1316	1864	1951
YBR205W	1672	1578	1978	1245	1173	1505
YBR206W	95	68	89	73	119	77
YBR207W	1811	1891	2786	2686	2368	2312
YBR208C	1945	2288	1861	743	784	490
YBR209W	38	41	32	61	100	101
tC(GCA)B	3	1	0	1	2	6
tE(UUC)B	0	3	0	1	0	0
YBR210W	788	1120	1053	636	711	1003
YBR211C	673	675	1105	526	724	797
YBR212W	629	369	670	664	1314	980
YBR213W	57	39	49	37	30	25
YBR214W	658	552	1235	3087	5366	5338
YBR215W	784	514	622	991	970	893
YBR216C	526	472	610	742	780	1079
YBR217W	449	493	537	473	529	593
YBR218C	3740	3401	4474	1310	2429	3641
YBR219C	0	1	0	0	0	0
YBR220C	1022	626	934	580	272	520
YBR221C	5105	3691	6099	7350	6548	8207
YBR221W-A	9	20	17	66	99	53
YBR222C	899	797	1106	3471	3230	2994
YBR223C	122	117	167	297	354	399
YBR223W-A	0	0	0	0	0	0
YBR224W	7	1	0	8	5	10
YBR225W	206	174	320	320	508	676
YBR226C	17	25	45	40	107	66
YBR227C	1029	844	997	958	948	1056
YBR228W	343	268	409	430	609	679
YBR229C	733	518	1071	1221	1305	1729
YBR230C	1289	1071	1762	4907	7521	6357
YBR230W-A	569	730	488	2216	2146	1635
LSR1	207	300	176	414	653	183
YBR231C	345	426	354	836	1427	1253
YBR232C	7	3	15	10	19	9
YBR233W	284	281	287	411	546	350
YBR233W-A	521	649	744	387	541	675
YBR234C	2214	1372	1381	2801	4108	3870
YBR235W	615	643	740	954	951	975
YBR236C	1425	1322	1267	2296	1788	1997
YBR237W	595	541	754	865	835	934
YBR238C	335	304	446	589	19	52
YBR239C	336	317	276	427	484	474
YBR240C	162	194	166	448	383	463
YBR241C	218	203	324	1324	2622	2911
YBR242W	1460	1399	829	1309	861	608
YBR243C	526	359	526	297	534	463
YBR244W	250	352	1922	522	1000	2089
YBR245C	760	799	715	721	741	657
YBR246W	853	635	755	812	779	786
YBR247C	1309	818	784	641	263	283
YBR248C	2981	2154	2169	1296	803	1325
YBR249C	12651	10350	12247	2922	1441	2698
YBR250W	51	38	49	39	51	70
YBR251W	1027	1008	1159	2851	3156	2298
YBR252W	2357	2702	1965	1195	1062	1182
YBR253W	1186	1451	1257	1566	1675	1542
YBR254C	794	1003	733	532	478	662
YBR255W	548	458	572	961	965	1021
YBR255C-A	629	649	587	1686	1735	1165
YBR256C	7808	9559	7838	8174	8974	9055
YBR257W	722	761	737	802	678	604
YBR258C	388	441	455	607	585	520
YBR259W	363	358	386	555	409	405
YBR260C	462	345	453	806	784	649
YBR261C	1216	965	891	1063	826	959
YBR262C	1700	2171	1447	3836	4008	2703
YBR263W	1675	1512	1742	1699	1553	1604
YBR264C	492	474	536	606	888	812
YBR265W	1123	1028	1006	822	963	980
YBR267W	976	742	671	697	237	216
YBR266C	0	0	0	0	0	0
YBR268W	693	679	805	1570	1705	1175
YBR269C	562	556	597	1947	3148	2499
YBR270C	214	207	372	491	602	780
YBR271W	600	506	516	370	234	295
YBR272C	723	756	758	1546	1662	1510
YBR273C	1198	1054	1149	2623	3141	2899
YBR274W	533	446	695	888	991	894
YBR275C	780	692	745	499	358	344
YBR276C	929	777	1141	1125	962	1067
YBR277C	1	1	1	0	0	1
YBR278W	270	306	352	310	375	507
YBR279W	1657	1347	1882	1935	2432	2353
YBR280C	309	296	486	1150	2966	2522
YBR281C	549	503	691	585	493	561
YBR282W	1633	1884	1373	4182	3767	2661
YBR283C	2436	2289	3171	2438	2341	2418
YBR284W	67	55	111	375	875	648
YBR285W	61	112	283	881	1960	2194
YBR286W	7013	4202	7737	11864	16524	21207
YBR287W	3099	2836	2758	4557	3765	3077
YBR288C	1259	1247	1356	1107	983	1093
YBR289W	556	412	427	640	612	625
YBR290W	1979	2209	2524	2939	3654	3551
YBR291C	703	755	665	765	792	583
YBR292C	12	15	25	34	39	15
YBR293W	582	467	707	693	533	540
YBR294W	268	187	303	379	440	489
YBR295W	256	282	217	1009	543	278
YBR296C	31	11	29	36	70	62
YBR296C-A	2	0	0	0	0	0
YBR297W	210	200	245	753	782	596
YBR298C	368	347	1617	1241	2089	1937
YBR298C-A	0	4	5	4	4	5
YBR299W	12	10	29	125	106	60
YBR300C	0	3	2	2	2	2
YBR301W	0	3	1	2	6	4
YBR302C	40	48	13	78	138	32
YNL339C	0	0	0	0	0	0
YNL339W-B	0	0	0	0	0	0
YNL339W-A	0	0	0	0	0	0
YNL338W	0	0	0	0	0	0
YNL337W	0	0	0	0	0	0
YNL336W	810	987	692	1796	2173	1392
YNL335W	15	8	6	29	32	29
YNL334C	52	46	42	72	59	50
YNL333W	136	112	115	415	379	326
YNL332W	20	12	13	209	274	64
YNL331C	311	369	446	763	831	763
YNL330C	1579	1425	1814	1833	1999	2135
YNL329C	744	817	663	1095	1124	995
YNL328C	64	35	38	58	60	67
YNL327W	5920	3847	2646	2473	3643	4957
YNL326C	674	793	788	941	941	1122
YNL325C	340	413	418	927	856	701
YNL324W	1	0	1	3	4	0
YNL323W	859	772	885	1304	1232	1187
YNL322C	1014	850	1244	1864	2828	3216
YNL321W	301	241	432	328	716	738
YNL320W	491	605	746	676	966	874
YNL319W	11	19	14	16	26	9
YNL318C	0	1	2	5	4	3
YNL317W	387	304	468	563	760	736
YNL316C	624	487	509	563	676	645
YNL315C	2341	2372	2130	5290	4018	2820
YNL314W	460	410	402	692	673	767
YNL313C	1028	882	772	584	275	247
YNL312W	1861	1912	1955	1741	1697	1287
YNL311C	920	908	857	621	541	548
YNL310C	755	662	756	742	965	1072
YNL309W	151	128	173	181	189	174
YNL308C	1974	1178	1437	1208	576	665
YNL307C	1559	1227	1454	545	661	868
YNL306W	2226	2561	2039	5735	5813	4327
YNL305C	1036	856	1332	2541	4438	5030
YNL304W	301	174	317	244	463	479
YNL303W	363	438	450	116	98	113
YNL302C	19130	19978	18984	7103	4340	7016
YNL301C	5931	5876	5404	1475	907	1618
YNL300W	248	260	486	129	150	58
YNL299W	570	535	517	456	368	234
YNL298W	530	586	551	385	388	392
YNL297C	832	928	972	1278	1570	1201
YNL296W	0	0	0	0	0	0
YNL295W	371	289	505	738	800	672
YNL294C	1216	1095	1235	1894	1992	2044
YNL293W	603	609	886	1341	1646	1629
YNL292W	814	603	648	564	470	456
YNL291C	705	622	980	688	610	653
YNL290W	1566	1242	901	1208	1150	794
YNL289W	855	649	622	740	2076	544
snR40	28	45	31	25	18	15
YNL288W	1258	920	1413	1040	1083	1241
YNL287W	2586	1666	2265	2743	2679	2529
YNL286W	909	1105	817	1573	1524	1157
YNL285W	3	5	1	14	11	18
tG(UCC)N	0	0	0	0	0	0
YNL284C-B	8	15	101	23	8	121
YNL284C-A	0	0	0	0	0	0
tN(GUU)N1	5	3	13	0	1	18
YNL284C	2018	1997	2010	3414	3358	2419
tT(AGU)N1	9	10	7	0	1	3
YNL283C	725	606	731	531	576	376
YNL282W	438	352	261	184	82	128
YNL281W	4011	4702	3257	4943	6044	5106
YNL280C	1911	1635	1615	1870	1976	2607
YNL279W	120	132	182	123	234	208
YNL278W	190	137	242	177	202	266
YNL277W-A	5	6	0	13	25	13
YNL277W	203	196	316	225	333	407
YNL276C	2	10	8	3	12	11
YNL275W	353	329	544	398	421	457
YNL274C	2210	2088	2204	9595	16371	15138
YNL273W	360	319	359	247	302	274
YNL272C	1028	852	1107	920	965	1083
YNL271C	692	790	1127	1081	1132	1242
YNL270C	67	61	74	160	169	177
YNL269W	10	6	6	8	17	15
YNL268W	3030	2201	2663	2570	1785	2250
YNL267W	1038	834	859	1152	1191	1157
YNL266W	32	34	37	48	92	51
YNL265C	654	533	598	1038	830	939
YNL264C	682	694	951	621	661	909
YNL263C	1094	830	1066	665	1330	1373
YNL262W	650	553	737	612	425	358
YNL261W	626	590	740	709	695	931
YNL260C	620	627	577	704	530	670
YNL259C	1209	1405	1082	2087	1791	1505
YNL258C	940	1035	1120	1656	1327	1255
YNL257C	1014	1027	1182	900	955	968
YNL256W	2055	1782	1626	1109	460	463
YNL255C	9968	10389	9323	4131	2489	3348
YNL254C	344	214	303	431	200	229
YNL253W	794	829	869	1181	987	1032
YNL252C	999	804	744	2315	2473	1463
YNL251C	524	304	575	240	528	644
YNL250W	312	322	399	787	708	606
YNL249C	491	454	461	794	560	569
YNL248C	4083	3619	2974	1159	214	457
YNL247W	2867	2596	2950	1615	847	1186
YNL246W	1618	1720	1510	1411	1287	1495
YNL245C	451	421	378	566	517	422
YNL244C	6630	7965	6411	4729	3891	3968
YNL243W	1648	1341	1873	1802	2369	3251
YNL242W	317	297	268	642	821	780
YNL241C	1287	1354	2291	6505	7794	5980
YNL240C	736	741	822	920	952	848
YNL239W	2688	1741	2060	3204	3088	3382
YNL238W	1127	867	1180	764	813	967
YNL237W	362	249	371	1016	1442	1231
YNL236W	502	363	513	518	396	511
YNL235C	0	8	3	8	6	7
YNL234W	426	324	812	1062	1095	968
YNL233W	517	437	442	549	423	469
YNL232W	1666	1718	1523	1540	869	962
YNL231C	4419	4851	4295	4506	1764	2290
YNL230C	241	181	313	335	387	498
YNL229C	2551	2424	2442	2790	2507	2327
YNL228W	1	1	1	0	0	3
YNL227C	268	181	226	169	75	104
YNL226W	5	6	3	10	9	8
YNL225C	710	834	966	581	892	929
YNL224C	624	573	806	961	1129	1093
YNL223W	397	361	596	875	1517	1374
YNL222W	717	824	796	598	871	816
snR19	63	78	196	55	64	74
YNL221C	1129	1004	1109	847	468	612
YNL220W	3053	3395	4358	2957	1910	2809
YNL219C	984	695	855	1287	1571	1198
YNL218W	318	287	379	408	368	259
YNL217W	3183	3271	2545	2951	1915	1734
YNL216W	1125	994	1402	1072	806	959
YNL215W	984	947	1146	1724	2315	2226
YNL214W	351	396	388	285	530	492
YNL213C	623	556	670	946	1224	950
YNL212W	1177	1139	1423	1453	1881	1866
YNL211C	264	325	283	293	254	314
YNL210W	44	53	104	68	35	50
YNL209W	14565	11279	13391	7005	2001	3538
YNL208W	5453	4288	6883	18668	21925	21091
YNL207W	1296	1331	1278	746	499	563
YNL206C	1591	1633	1896	1293	1122	1214
YNL205C	3	0	0	3	2	2
YNL204C	42	32	97	83	140	139
YNL203C	6	5	6	11	9	29
YNL202W	39	59	104	567	602	1148
YNL201C	632	591	862	892	382	406
YNL200C	1369	1556	1682	11212	13890	16055
YNL199C	1446	1389	1801	1266	1202	1437
YNL198C	27	39	36	21	10	32
YNL197C	570	379	580	378	271	412
YNL196C	66	76	67	72	111	117
YNL195C	75	77	135	1491	3442	2790
YNL194C	52	54	310	368	1188	1360
YNL193W	573	560	998	985	1192	968
YNL192W	3124	3148	3570	5420	4304	2587
YNL191W	455	336	465	464	441	440
YNL190W	1195	1117	1139	2268	1093	1127
YNL189W	2547	2156	2620	2576	2250	2692
YNL188W	1182	1174	1091	743	653	1002
YNL187W	188	137	148	322	214	295
YNL186W	2195	1943	1822	1853	811	900
YNL185C	534	506	604	1521	1689	1047
YNL184C	39	33	45	129	141	93
YNL183C	1315	996	838	1644	1931	1364
YNL182C	1607	1433	1115	872	190	242
YNL181W	1287	1398	1451	1948	1862	1525
YNL180C	3286	2619	2101	1457	2050	2039
YNL179C	321	198	192	104	147	162
YNL178W	36034	38844	37205	13939	5681	11657
YNL177C	2050	2376	2271	5050	4690	3592
YNL176C	949	794	697	1063	1244	1125
YNL175C	1267	1198	1002	346	133	142
YNL174W	0	0	0	0	0	0
YNL173C	1332	1356	2554	2721	3935	2914
YNL172W	333	309	310	339	368	351
YNL171C	7	18	8	12	18	10
YNL170W	43	66	38	48	74	32
YNL169C	1938	1473	1594	406	424	508
YNL168C	1391	1359	1358	2145	1627	1933
YNL167C	679	605	1012	793	1094	1090
YNL166C	1790	1840	1601	1036	973	1032
YNL165W	342	266	314	640	654	502
YNL164C	657	782	672	693	632	493
YNL163C	1095	929	1103	1381	796	939
YNL162W-A	140	149	136	93	21	45
YNL162W	12895	14749	12189	5659	3819	5781
YNL161W	975	929	1097	1661	1142	1262
YNL160W	9840	7046	12832	23073	20130	33544
YNL159C	645	506	725	746	1021	1119
YNL158W	471	308	516	325	312	491
YNL157W	2416	2732	2489	4755	6088	4485
YNL156C	2789	3503	2491	3095	4198	3709
YNL155W	2559	2943	2776	6071	6348	5435
YNL154C	2594	2056	2146	1637	1734	2295
YNL153C	2610	2987	2581	2050	1895	2273
YNL152W	340	196	315	248	353	517
YNL151C	1328	1282	1372	755	341	483
YNL150W	152	195	148	200	261	118
YNL149C	458	543	444	624	501	430
YNL148C	501	515	653	813	740	808
YNL147W	1830	2126	1908	1920	2017	2059
YNL146C-A	54	54	47	31	34	64
YNL146W	95	94	117	101	200	204
YNL145W	3698	3657	4269	467	448	1250
YNL144C	407	422	1579	1575	1371	1721
YNL144W-A	0	0	0	0	0	0
YNL143C	117	119	73	188	147	154
YNL142W	15374	14346	1435	1428	572	558
YNL141W	1641	1719	1818	368	130	189
YNL140C	1	7	0	6	5	1
YNL139C	443	332	467	610	398	475
YNL138W-A	433	461	472	543	688	506
YNL138W	1673	1418	2314	3503	3976	5223
YNL137C	1148	911	1191	2292	2445	1338
YNL136W	1112	882	1267	1130	1301	1455
YNL135C	7427	7569	7566	8496	6927	9132
YNL134C	16957	16041	11500	35080	37621	27595
YNL133C	490	517	570	439	466	528
tF(GAA)N	1	6	1	0	0	0
YNL132W	1045	1155	1064	497	153	183
YNL131W	2791	2438	3107	3886	3287	3583
YNL130C	3764	4031	3863	1627	1379	1534
YNL130C-A	135	134	85	13	9	12
YNL129W	1350	1619	1447	561	447	673
YNL128W	101	111	152	98	123	134
YNL127W	454	369	570	739	773	747
YNL126W	490	462	481	436	408	218
YNL125C	919	761	902	757	1296	1464
YNL124W	600	424	504	252	184	279
YNL123W	1318	996	1119	1497	835	837
YNL122C	839	1035	665	2578	2494	1694
YNL121C	2741	2143	2830	4360	3767	3127
YNL120C	0	0	0	0	0	0
YNL119W	733	693	646	570	327	261
YNL118C	2106	1783	1950	2537	2563	2671
YNL117W	80	78	81	396	328	184
YNL116W	458	370	336	475	621	513
YNL115C	830	737	1181	2933	5393	5886
YNL114C	1	1	2	3	4	1
YNL113W	675	714	496	279	161	186
YNL112W	4709	4262	4887	516	59	199
YNL111C	2713	3282	813	2797	835	603
YNL110C	3700	3677	2979	1288	387	683
YNL109W	11	6	4	17	11	11
YNL108C	216	198	297	108	176	215
YNL107W	1031	977	1030	922	829	835
YNL106C	196	206	228	430	526	572
YNL105W	2	4	4	6	2	3
YNL104C	7549	5535	6241	4444	4485	3430
YNL103W-A	104	85	116	60	39	45
YNL103W	1249	1089	1113	1494	1444	1439
YNL102W	638	646	813	398	190	179
YNL101W	1896	1761	1461	1201	975	882
YNL100W	1989	2560	2195	5512	6313	4645
YNL099C	1069	841	1011	814	1128	1193
YNL098C	6317	6500	7294	6127	9654	10059
YNL097C-B	82	55	86	42	16	39
YNL097C	789	852	976	767	1052	1240
YNL097W-A	0	0	0	0	0	0
tL(CAA)N	10	11	11	6	2	5
YNL096C	5623	4410	5915	2286	1381	2824
YNL095C	238	179	398	240	249	390
YNL094W	645	512	834	1891	2177	1725
YNL093W	44	34	125	748	2369	1234
YNL092W	91	56	156	398	729	645
YNL091W	1273	783	965	1284	1459	1414
YNL090W	243	265	353	124	97	141
YNL089C	12	17	5	1	8	5
YNL088W	1270	1181	1601	1288	1079	984
YNL087W	2353	2189	2455	1456	949	902
YNL086W	207	177	228	324	357	307
YNL085W	1362	1219	1895	1569	1289	1300
YNL084C	2461	2559	2890	2529	3105	3681
YNL083W	477	398	457	653	755	615
YNL082W	492	492	541	468	305	230
YNL081C	1937	2041	1875	4369	4436	3726
YNL080C	384	277	595	263	303	509
YNL079C	10499	11428	12033	16021	13696	15740
YNL078W	508	433	628	213	432	632
YNL077W	620	582	1272	846	1542	1494
YNL076W	904	679	742	811	1135	1079
YNL075W	2045	1961	1809	713	300	414
YNL074C	1062	708	901	1135	1636	1870
YNL073W	1145	1063	1753	2946	2826	2625
YNL072W	272	189	308	162	218	287
YNL071W	3741	3256	4479	9429	9572	9355
YNL070W	1768	2022	2132	3001	2737	2518
YNL069C	14206	10324	12765	5941	3309	5531
YNL068C	823	723	699	653	625	815
YNL067W-A	6	1	0	2	4	4
YNL067W-B	3	3	3	0	0	0
YNL067W	14676	16404	13346	8717	5210	8106
YNL066W	2034	1853	1485	676	983	1469
YNL065W	888	831	1415	1081	205	1014
YNL064C	8728	7635	8619	8318	8526	7568
YNL063W	381	288	402	641	1186	932
YNL062C	961	848	901	622	171	198
YNL061W	2297	1596	1559	868	231	322
YNL059C	1301	1060	1209	1314	1572	1437
YNL058C	557	428	319	291	605	540
YNL057W	0	0	0	0	0	1
YNL056W	1198	1068	822	528	845	778
YNL055C	6273	5304	5577	29115	24864	23642
tD(GUC)N	4	10	10	186	49	50
YNL054W-B	636	744	342	1879	848	471
YNL054W-A	0	0	0	0	0	0
YNL054W	386	420	427	1053	1050	846
YNL053W	653	549	436	760	549	572
YNL052W	3637	3657	1510	4582	3244	2059
YNL051W	734	794	960	1297	1428	1358
YNL050C	967	801	685	691	631	474
YNL049C	766	624	779	739	550	538
YNL048W	1411	1425	1557	1209	1157	1299
YNL047C	596	525	595	466	699	597
YNL046W	1654	1683	1378	1058	1625	1657
YNL045W	616	776	1083	2477	3780	3605
YNL044W	2042	2239	1504	583	568	466
YNL043C	194	191	153	53	68	35
tP(UGG)N1	0	1	2	4	2	2
YNL042W-B	12	9	26	19	18	19
YNL042W	412	251	564	1018	917	948
YNL041C	753	679	930	895	773	796
YNL040W	1497	1709	1136	2529	2074	1549
YNL039W	1170	989	1131	1207	1906	1682
YNL038W	1221	1383	1434	788	759	923
YNL037C	6055	5564	7496	11782	8373	7558
YNL036W	2347	2298	2503	14288	25143	12823
tT(AGU)N2	2	0	0	0	0	0
tP(UGG)N2	8	19	4	17	3	3
YNL035C	802	703	845	740	668	855
tI(AAU)N1	0	2	2	0	1	0
YNL034W	8	21	7	16	18	17
YNL033W	6	5	5	12	4	14
YNL032W	1371	1411	1455	1606	1518	1629
YNL031C	10180	10088	9716	5857	6735	5181
YNL030W	12341	12837	10008	5837	5915	3000
YNL029C	658	588	917	588	578	928
YNL028W	2	2	8	4	2	4
YNL027W	859	871	1299	1301	1184	1020
YNL026W	1286	1414	1630	2607	2352	2303
YNL025C	244	171	317	273	353	592
NME1	40	39	69	38	51	75
snR66	43	51	58	45	38	40
YNL024C-A	1134	1372	1132	1354	1329	1395
YNL024C	447	725	696	1484	328	389
YNL023C	552	584	729	724	456	414
YNL022C	936	728	908	873	593	582
YNL021W	596	535	742	658	467	667
YNL020C	474	452	622	777	865	600
YNL019C	11	11	17	52	18	19
YNL018C	4	5	23	19	31	11
YNL017C	4	4	4	1	4	1
tI(AAU)N2	0	0	0	0	0	0
YNL016W	2605	1852	2498	2269	1799	1962
YNL015W	3529	3994	2455	11954	12329	11409
YNL014W	78	90	89	474	655	678
YNL013C	0	0	1	0	1	0
YNL012W	204	213	128	788	684	338
YNL011C	605	669	1028	914	1313	1475
YNL010W	5009	5439	5475	5344	3684	4621
YNL009W	170	217	261	479	495	1113
YNL008C	824	816	1036	1326	1299	1303
YNL007C	6307	6818	7049	7873	12797	13037
YNL006W	1352	1498	1846	2622	2520	2331
YNL005C	2299	2032	2061	5066	3894	2597
YNL004W	4057	4126	3337	3469	2943	2847
YNL003C	1465	1698	1339	2601	2450	2057
YNL002C	4245	3923	3136	1809	590	659
YNL001W	1761	1802	2018	1537	985	1133
YNR001C	5202	5400	7171	18086	14824	19652
YNR001W-A	4	4	3	13	9	9
tP(AGG)N	5	1	0	0	0	2
tN(GUU)N2	1	1	1	6	3	2
YNR002C	270	293	375	815	1285	999
YNR003C	1148	1208	1051	602	385	512
YNR003W-A	0	0	0	0	0	0
YNR004W	174	175	299	205	203	238
YNR005C	0	0	0	0	0	0
YNR006W	661	540	681	1328	1276	1149
YNR007C	540	510	537	1299	1999	1549
YNR008W	625	465	627	957	1113	1501
YNR009W	723	564	480	80	232	224
YNR010W	276	302	309	383	597	436
YNR011C	397	273	353	490	455	469
YNR012W	975	712	648	466	219	198
YNR013C	760	609	674	587	545	704
YNR014W	256	318	1101	380	1207	1544
YNR015W	728	541	687	344	432	439
YNR016C	6274	8033	6353	19768	12389	5241
YNR017W	1519	1384	1487	3150	3079	2428
YNR018W	1934	1535	2097	3243	2329	2571
YNR019W	986	904	652	3102	2097	1487
YNR020C	488	652	557	1018	1064	832
YNR021W	3436	3281	4290	1803	2163	2795
YNR022C	1461	1747	1462	4069	3804	2909
YNR023W	600	537	606	702	926	768
YNR024W	411	473	397	234	151	179
YNR025C	47	59	38	54	63	39
YNR026C	568	421	423	764	708	651
YNR027W	721	599	704	830	501	523
YNR028W	921	787	1020	726	981	956
YNR029C	958	977	1114	1121	881	989
YNR030W	855	768	787	985	953	1183
YNR031C	647	687	882	909	791	894
YNR032W	742	807	1096	1431	1481	1221
YNR032C-A	775	943	722	1252	1509	1212
YNR033W	741	576	745	2335	2905	2244
YNR034W	417	416	638	416	1354	1250
YNR034W-A	1308	2046	3125	21113	24330	20575
YNR035C	3958	4144	4451	7700	7918	8824
YNR036C	2958	3338	3333	9572	9474	7777
YNR037C	890	1099	979	2741	3404	2685
YNR038W	546	423	479	389	178	254
YNR039C	592	460	635	623	667	676
YNR040W	459	470	327	1225	1069	763
YNR041C	565	705	561	1065	1425	747
YNR042W	0	0	0	1	0	0
YNR043W	2222	1798	1251	3297	1513	785
YNR044W	167	148	187	115	180	221
YNR045W	600	450	958	839	1235	1230
YNR046W	855	653	633	517	492	609
YNR047W	151	144	293	276	396	344
YNR048W	443	353	453	557	568	504
YNR049C	684	699	779	1067	1313	1355
YNR050C	3611	3407	5343	1610	1358	2127
snR49	109	167	169	45	14	34
YNR051C	1650	1236	1583	1955	1187	1135
YNR052C	1802	1598	1556	1918	1993	1926
YNR053C	2947	3315	2612	1872	132	311
snR191	38	25	12	15	4	2
YNR054C	792	566	501	364	265	383
tL(UAA)N	0	1	2	1	0	0
YNR055C	1467	1395	1882	1287	1291	1829
YNR056C	662	355	308	773	410	399
YNR057C	188	180	244	292	282	297
YNR058W	226	199	198	329	355	363
YNR059W	517	446	905	666	797	786
YNR060W	646	597	181	237	247	232
YNR061C	925	991	1552	557	1083	851
YNR062C	88	84	78	62	101	96
YNR063W	42	28	73	46	222	63
YNR064C	68	50	55	138	960	186
YNR065C	427	345	368	507	581	336
YNR066C	107	89	30	116	64	49
YNR067C	2883	2729	1128	3799	4040	3492
YNR068C	321	320	309	230	611	485
YNR069C	270	296	294	215	354	478
YNR070W	3	1	169	1	4	322
YNR071C	0	0	79	0	0	176
YNR072W	0	0	23	7	2	26
YNR073C	0	0	18	4	0	114
YNR074C	0	0	988	0	0	1055
YNR075W	197	174	84	1246	668	304
YNR075C-A	19	33	6	219	165	50
YNR076W	0	0	5	1	0	13
YNR077C	0	0	0	0	0	0
YJL225C	6	0	4	6	0	6
YJL225W-A	0	0	0	0	0	0
YJL223C	0	0	0	0	0	0
YJL222W-B	0	0	0	0	0	0
YJL222W-A	0	0	0	0	0	0
YJL222W	22	21	36	32	32	18
YJL221C	1	0	0	0	0	0
YJL220W	0	1	0	0	0	0
YJL219W	14	16	12	79	93	46
YJL218W	78	93	150	48	52	171
YJL217W	1487	1477	1223	2854	2544	2218
YJL216C	65	65	100	103	104	119
YJL215C	24	9	14	16	18	35
YJL214W	76	83	80	118	101	131
YJL213W	201	302	383	295	496	600
YJL212C	369	380	465	222	303	369
YJL211C	32	45	41	26	44	54
YJL210W	341	326	517	505	1177	981
YJL209W	606	520	636	537	461	564
YJL208C	1202	1046	712	575	225	252
YJL207C	865	962	985	911	861	726
YJL206C	169	176	213	386	442	398
YJL205C	449	510	506	1008	1278	1121
